,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
393,ayan,0,TR,1556935022,82,40.67,33.6,35.83,2.64
394,puerto quijarro,30,BO,1556935026,79,-19,-57.72,77.04,5.55
395,dekalb,90,US,1556934750,81,41.93,-88.75,51.01,10.29
396,foam lake,80,CA,1556935031,46,51.65,-103.53,39.07,18.34
397,ailigandi,100,PA,1556935033,87,9.23,-78.02,81.73,6.82
398,myitkyina,63,MM,1556935034,44,25.38,97.4,89.74,1.43
399,mana,0,RS,1556933400,100,43.52,20.24,46.4,1.12
400,norwich,21,GB,1556935027,75,52.63,1.29,42.01,5.82
401,raudeberg,97,NO,1556934903,74,61.99,5.14,37.4,6.93
402,bayan,0,MN,1556935041,26,47.25,107.54,36.77,16.71
403,ambilobe,34,MG,1556935045,75,-13.19,49.05,73.81,9.8
404,mawlaik,35,MM,1556935047,45,23.63,94.42,89.44,3.49
405,rapid valley,1,US,1556934906,57,44.06,-103.15,57.2,5.82
406,goulburn,0,AU,1556935038,68,-34.75,149.72,62.01,1.99
407,marzuq,0,YE,1556935054,23,14.4,46.47,74.1,6.76
408,manado,40,ID,1556935200,70,1.49,124.85,87.8,3.36
409,mezen,89,RU,1556935056,78,65.85,44.24,33.46,15.97
410,lac-megantic,90,CA,1556934904,100,45.58,-70.88,48.2,3.58
411,sungaipenuh,93,ID,1556934792,57,-2.08,101.38,88.05,3.62
412,sassandra,100,CI,1556935062,96,4.95,-6.09,74.77,2.64
413,makat,0,KZ,1556935064,75,47.65,53.35,60.3,14.16
414,henderson,1,US,1556935005,8,36.04,-114.98,86,10.29
415,faya,40,SA,1556931600,28,18.39,42.45,71.6,3.36
416,kruisfontein,82,ZA,1556935070,86,-34,24.73,53.67,8.37
417,kangaatsiaq,0,GL,1556935071,69,68.31,-53.46,38.5,15.75
418,mount gambier,90,AU,1556931600,71,-37.83,140.78,53.6,13.87
419,maceio,0,BR,1556935200,94,-9.67,-35.74,71.6,3.36
420,shimoda,75,JP,1556934911,88,34.7,138.93,78.01,10.29
421,shebunino,0,RU,1556933400,69,57.66,40.04,39.2,11.18
422,yarada,75,IN,1556935200,79,17.65,83.27,87.8,10.29
423,salaga,94,GH,1556935087,67,8.55,-0.52,83.8,6.17
424,fallon,20,US,1556931360,27,46.84,-105.12,62.6,11.41
425,longyearbyen,40,NO,1556934600,66,78.22,15.63,15.8,25.28
426,lang suan,20,TH,1556931600,84,9.95,99.07,86,5.19
427,salym,86,RU,1556935098,82,60.06,71.48,47.77,9.57
428,sola,0,NO,1556934619,60,58.89,5.65,39.2,9.17
429,casablanca,75,MA,1556934766,88,33.6,-7.62,64.99,5.82
430,ayorou,100,NE,1556935107,31,14.73,0.92,98.29,15.99
431,talara,0,PE,1556935108,86,-4.58,-81.27,72.81,16.6
432,ventspils,75,LV,1556932800,93,57.39,21.56,35.6,4.7
433,quatro barras,20,BR,1556935100,88,-25.37,-49.07,71.01,2.24
434,grants,1,US,1556933700,10,35.15,-107.85,64.4,10.29
435,wenling,1,CN,1556935109,41,28.38,121.38,75,5.19
436,usagara,75,TZ,1556931600,77,-2.68,32.99,69.8,10
437,wum,100,CM,1556935121,95,6.39,10.08,67.66,2.21
438,oktyabrskoye,0,RU,1556934916,34,56.73,85.44,48.99,6.71
439,obala,97,CM,1556935124,99,4.17,11.53,68.29,1.63
440,aasiaat,0,GL,1556935127,75,68.71,-52.87,37.15,17.4
441,lethem,100,GY,1556935129,61,3.38,-59.8,83.32,15.68
442,sao borja,66,BR,1556935042,94,-28.66,-56,72.68,6.31
443,vila do maio,40,CV,1556931600,73,15.13,-23.22,71.6,11.41
444,puro,31,PH,1556935135,58,13.13,123.76,88.99,8.81
445,grand gaube,75,MU,1556934840,88,-20.01,57.66,73.4,4.7
446,asosa,66,ET,1556935141,34,10.07,34.53,78.85,3.42
447,aborlan,20,PH,1556931600,70,9.44,118.55,86,6.93
448,pangnirtung,89,CA,1556935143,71,66.15,-65.72,26.22,4.59
449,kaeo,2,NZ,1556934931,82,-35.1,173.78,71.01,8.48
450,smithers,75,CA,1556931600,44,54.78,-127.17,57.2,18.34
451,les cayes,99,HT,1556935151,77,18.19,-73.75,81.19,19.04
452,la tuque,71,CA,1556935152,97,47.44,-72.79,41.43,2.33
453,turayf,0,SA,1556931600,66,31.68,38.65,50,11.41
454,union,1,US,1556935156,51,47.36,-123.1,64,1.86
455,along,99,IN,1556935158,92,28.17,94.8,57.7,1.72
456,solnechnyy,67,RU,1556935159,22,50.72,136.64,62.89,11.1
457,kurchum,100,KZ,1556935162,56,48.57,83.65,46.2,9.37
458,yankton,90,US,1556934861,87,42.87,-97.4,57.99,4.7
459,russellville,90,US,1556935025,93,35.28,-93.13,66.2,11.41
460,fairbanks,90,US,1556935071,52,64.84,-147.72,44.6,8.05
461,shepsi,0,RU,1556935174,75,44.04,39.15,56.17,7.2
462,wajima,0,JP,1556931600,48,37.4,136.9,64.4,8.05
463,chicama,20,PE,1556931600,88,-7.84,-79.15,68,9.17
464,strezhevoy,90,RU,1556933400,93,60.73,77.6,41,8.95
465,cedro,19,BR,1556935184,81,-6.61,-39.06,69.17,2.01
466,oistins,40,BB,1556931600,74,13.07,-59.53,80.6,21.92
467,hue,40,VN,1556933400,74,16.47,107.58,87.8,4.7
468,gamba,10,CN,1556935193,52,28.28,88.52,42.53,9.31
469,te anau,100,NZ,1556935196,88,-45.41,167.72,51.67,5.5
470,ust-kulom,100,RU,1556935197,91,61.69,53.69,47.88,6.29
471,diamantino,83,BR,1556935201,85,-14.4,-56.44,75.02,4.81
472,humaita,75,AR,1556931600,82,-24.93,-65.37,66.2,3.36
473,baghmara,100,IN,1556935208,78,23.8,86.21,75.96,14.43
474,ruwi,0,OM,1556931000,54,23.6,58.55,82.4,4.7
475,dehloran,54,IR,1556935215,32,32.69,47.27,71.92,3.74
476,srednekolymsk,55,RU,1556935219,83,67.46,153.71,35.55,5.93
477,poplar bluff,40,US,1556934900,82,36.76,-90.39,68,3.27
478,kharan,0,PK,1556935223,9,28.58,65.42,81.95,1.19
479,tres arroyos,0,AR,1556935224,75,-38.38,-60.28,49.41,6.49
480,tigzirt,100,DZ,1556935226,98,36.57,4.2,50.83,7.2
481,korcula,20,HR,1556931600,87,42.96,17.14,53.6,3.36
482,sioux lookout,75,CA,1556931600,46,50.1,-91.92,50,4.7
483,jinchang,97,CN,1556935234,38,38.52,102.19,61.39,15.88
484,alice springs,0,AU,1556933400,32,-23.7,133.88,68,11.41
485,iquitos,0,PE,1556931600,88,-3.75,-73.25,77,3.36
486,eureka,20,US,1556935218,76,40.8,-124.16,57.99,12.75
487,fuling,22,CN,1556935244,49,29.71,107.39,77.04,1.74
488,norman wells,40,CA,1556931600,49,65.28,-126.83,24.8,4.7
489,requena,0,ES,1556935221,93,39.49,-1.1,51.01,2.24
490,palauig,85,PH,1556935252,67,15.44,119.9,84.79,6.73
491,colares,0,PT,1556935229,82,38.8,-9.45,59,10.29
492,dukat,94,RS,1556934991,80,42.44,22.31,45,3.09
493,paranaiba,100,BR,1556935258,87,-19.68,-51.19,72.09,3.96
494,rancho palos verdes,1,US,1556935256,63,33.75,-118.37,72,5.82
495,victor harbor,75,AU,1556935257,51,-35.55,138.62,70,9.17
496,mtambile,79,TZ,1556935263,79,-5.38,39.7,81.91,14.2
497,capitao poco,20,BR,1556935166,98,-1.75,-47.06,73.54,3.53
498,grinnell,1,US,1556935257,81,41.74,-92.72,54,6.93
499,bagan,100,RU,1556935268,31,54.1,77.67,53.33,13.02
500,rupnagar,0,IN,1556933400,45,30.97,76.53,68,6.24
501,koboko,61,UG,1556935273,93,3.41,30.96,65.75,4.09
502,bukama,18,CD,1556935276,79,-9.2,25.85,68.4,2.44
503,traverse city,1,US,1556935085,75,44.76,-85.62,46.4,8.57
504,ahipara,1,NZ,1556935231,83,-35.17,173.16,70,8.84
505,atasu,0,KZ,1556935283,36,48.68,71.64,47.1,8.3
506,bilma,0,NE,1556935284,10,18.69,12.92,82.09,5.32
507,emba,0,CY,1556935220,87,34.81,32.42,62.6,6.93
508,huaicheng,99,CN,1556935288,86,23.91,112.19,70.05,2.1
509,santa rita,55,VE,1556935292,76,10.21,-67.56,75.79,4.65
510,mazagao,0,BR,1556931600,100,-0.12,-51.29,78.8,5.82
511,jeremoabo,0,BR,1556935296,94,-10.08,-38.34,68.97,6.2
512,hofn,0,IS,1556935298,69,64.25,-15.21,24.58,9.64
513,vung tau,22,VN,1556935302,66,10.35,107.08,88.45,7.81
514,aleksandrov gay,100,RU,1556935303,77,50.14,48.57,52.83,9.53
515,trebisov,90,SK,1556935266,93,48.63,21.72,46.4,5.82
516,nkowakowa,0,ZA,1556931600,48,-23.89,30.29,60.8,5.82
517,hampton,1,US,1556935253,66,42.74,-93.2,55.4,4.7
518,narsaq,99,GL,1556935310,46,60.91,-46.05,46.6,5.14
519,keffi,0,NG,1556931600,83,8.85,7.88,78.8,7.16
520,mandera,12,ET,1556935315,74,3.94,41.86,79.5,9.13
521,hobyo,0,SO,1556935317,73,5.35,48.53,83.23,12.64
522,akureyri,0,IS,1556931600,80,65.68,-18.09,30.2,3.36
523,darnetal,83,FR,1556935282,93,49.45,1.15,50,4.7
524,fayaoue,9,NC,1556935326,72,-20.65,166.53,77.07,21.79
525,bonavista,97,CA,1556935215,88,48.65,-53.11,35.01,14
526,upington,0,ZA,1556931600,47,-28.46,21.24,57.2,4.7
527,port hedland,6,AU,1556933400,15,-20.31,118.58,87.8,17.22
528,weinsberg,20,DE,1556935327,81,49.15,9.29,50,3.36
529,evensk,1,RU,1556935340,49,61.92,159.24,42.57,8.19
530,paracuru,20,BR,1556935200,83,-3.41,-39.03,80.6,4.7
531,lakota,1,US,1556931360,24,48.04,-98.34,57.2,8.05
532,coolum beach,100,AU,1556935223,98,-26.53,153.09,73,1.01
533,adre,52,TD,1556935349,9,13.47,22.2,82.62,10.8
534,ambunti,100,PG,1556935350,71,-4.22,142.82,84.16,3.65
535,krutikha,92,RU,1556935351,30,53.96,81.21,52.23,3.09
536,abu dhabi,40,AE,1556933580,83,24.47,54.37,77,13.87
537,pochutla,40,MX,1556934444,69,15.74,-96.47,82.99,17.22
538,nome,40,US,1556935340,83,30.04,-94.42,75.99,4.7
539,mishelevka,0,RU,1556935361,32,52.86,103.17,46.11,1.43
540,krasnyy chikoy,0,RU,1556935364,41,50.36,108.75,36.48,10.11
541,havre-saint-pierre,75,CA,1556931600,69,50.23,-63.6,39.2,1.05
542,pathein,90,MM,1556935370,66,16.78,94.73,90.12,7.02
543,cap malheureux,75,MU,1556935141,88,-19.98,57.61,73.4,4.7
544,marabba,20,SD,1556935374,7,12.35,32.18,88.5,5.5
545,amboasary,20,MG,1556931600,78,-25.04,46.38,73.4,20.8
546,prado,19,BR,1556935379,94,-17.34,-39.22,74.61,3.49
547,athabasca,67,CA,1556935200,46,54.72,-113.29,29.53,4.88
548,whitehorse,90,CA,1556935366,67,60.72,-135.06,37,9.17
549,novyy urgal,46,RU,1556935386,18,51.07,132.56,55.9,7.47
550,labuhan,0,ID,1556935388,45,-2.54,115.51,92.43,3.27
551,hulan,92,IR,1556931600,65,34.23,47.18,59,1.12
552,mayskiy,90,RU,1556931600,87,43.63,44.06,53.6,2.24
553,tonstad,0,NO,1556935299,60,58.66,6.71,39.2,9.17
554,lata,0,IN,1556935396,23,30.78,78.62,30.61,1.52
555,valparaiso,90,US,1556935307,81,41.47,-87.06,48.2,8.05
556,kilindoni,85,TZ,1556935400,85,-7.91,39.67,79.79,12.17
557,katsuura,20,JP,1556935104,60,33.93,134.5,71.6,11.41
558,forestville,90,CA,1556931600,81,48.74,-69.09,42.8,5.82
559,koszalin,48,PL,1556935244,78,54.19,16.18,37.99,25.46
560,conceicao do araguaia,67,BR,1556935306,85,-8.26,-49.26,76.03,0.72
561,saint-augustin,0,FR,1556935390,93,44.83,-0.61,48.2,5.82
562,lixourion,100,GR,1556935387,84,38.2,20.43,57.99,13.24
563,berlevag,71,NO,1556935414,71,70.86,29.09,30.22,4.34
564,bansang,2,GM,1556935416,37,13.44,-14.66,78.98,9.1
565,tukums,0,LV,1556932800,92,56.97,23.17,28.4,3.36
566,mount isa,0,AU,1556933400,47,-20.73,139.49,75.2,14.99
567,brownsville,40,US,1556935111,74,25.91,-97.49,80.6,6.93
568,roma,75,IT,1556935144,87,41.89,12.48,59,2.24
569,nyurba,2,RU,1556935432,52,63.29,118.35,40.53,9.86
570,mehamn,100,NO,1556935435,77,71.03,27.85,26.78,3.83
571,charters towers,89,AU,1556935437,45,-20.07,146.27,82.63,11.7
572,yichang,100,CN,1556935440,46,30.77,111.32,75.02,1.79
573,tongren,13,CN,1556935444,60,27.72,109.18,72.7,5.66
574,mto wa mbu,87,TZ,1556935446,86,-3.38,35.86,63.54,13.69
575,jining,100,CN,1556935223,44,35.41,116.58,66.51,2.98
576,tommot,98,RU,1556935448,55,58.97,126.27,37.67,9.98
577,naifaru,93,MV,1556935450,72,5.44,73.37,83.17,4.85
578,kutum,7,SD,1556935452,9,14.2,24.66,73.83,4.07
579,vaitape,75,PF,1556935454,75,-16.52,-151.75,81.95,18.14
